,mw,logp,rotb,ap,hbd,hba,non_cp,psa,fsp3,logs
76,78.542,1.6352,1,0.0,0,0,0.25,0.0,1.0,-1.47
77,158.285,3.119400000000002,8,0.0,1,1,0.09090909090909091,20.23,1.0,-3.63
78,140.26999999999998,3.9230000000000036,7,0.0,0,0,0.0,0.0,0.8,-5.51
79,186.33899999999997,3.8996000000000035,10,0.0,1,1,0.07692307692307693,20.23,1.0,-4.8
80,156.22799999999998,3.4022000000000023,1,0.8333333333333334,0,0,0.0,0.0,0.16666666666666666,-4.17
81,116.204,1.9491,5,0.0,1,1,0.125,20.23,1.0,-1.81
82,98.189,2.752700000000001,4,0.0,0,0,0.0,0.0,0.7142857142857143,-3.73
83,96.17299999999999,2.1999000000000004,3,0.0,0,0,0.0,0.0,0.7142857142857143,-3.01
84,242.44699999999992,5.460000000000006,14,0.0,1,1,0.058823529411764705,20.23,1.0,-7.0
85,102.17699999999999,1.559,4,0.0,1,1,0.14285714285714285,20.23,1.0,-1.24
86,84.16199999999999,2.3626000000000005,3,0.0,0,0,0.0,0.0,0.6666666666666666,-3.23
87,100.16099999999999,1.3334,3,0.0,1,1,0.14285714285714285,20.23,0.6666666666666666,-0.59
88,82.14599999999999,1.8098,2,0.0,0,0,0.0,0.0,0.6666666666666666,-2.36
89,184.01999999999998,2.2215,2,0.0,0,0,0.2,0.0,1.0,-2.96
90,226.101,3.3918000000000026,5,0.0,0,0,0.125,0.0,1.0,-4.81
91,254.07000000000002,3.4444000000000017,0,0.9090909090909091,0,0,0.09090909090909091,0.0,0.0,-4.55
92,169.993,1.8314,1,0.0,0,0,0.25,0.0,1.0,-2.29
93,96.17300000000002,2.5067000000000004,0,0.0,0,0,0.0,0.0,0.7142857142857143,-3.27
94,180.25000000000003,3.566220000000002,0,0.8571428571428571,0,0,0.0,0.0,0.14285714285714285,-5.22
95,142.201,3.148220000000002,0,0.9090909090909091,0,0,0.0,0.0,0.09090909090909091,-3.7
96,192.261,4.301420000000003,0,0.9333333333333333,0,0,0.0,0.0,0.06666666666666667,-5.85
97,126.115,-0.9264000000000001,0,0.6666666666666666,1,3,0.4444444444444444,54.86,0.2,-0.807
98,144.17299999999997,2.5454000000000008,0,0.9090909090909091,1,1,0.09090909090909091,20.23,0.0,-2.22
99,143.189,2.4220000000000006,0,0.9090909090909091,1,1,0.09090909090909091,26.02,0.0,-1.92
100,173.171,2.748000000000001,1,0.7692307692307693,0,2,0.23076923076923078,43.14,0.0,-3.54
101,89.09399999999998,0.6731,2,0.0,0,2,0.5,43.14,1.0,-0.8
102,144.258,2.7293000000000016,7,0.0,1,1,0.1,20.23,1.0,-3.01
103,126.243,3.5329000000000024,6,0.0,0,0,0.0,0.0,0.7777777777777778,-5.05
104,124.22699999999999,2.980100000000002,5,0.0,0,0,0.0,0.0,0.7777777777777778,-4.24
105,270.50099999999986,6.240200000000008,16,0.0,1,1,0.05263157894736842,20.23,1.0,-8.4
106,130.23100000000002,2.3392000000000013,6,0.0,1,1,0.1111111111111111,20.23,1.0,-2.39
107,112.216,3.142800000000002,5,0.0,0,0,0.0,0.0,0.75,-4.44
108,110.19999999999999,2.5900000000000007,4,0.0,0,0,0.0,0.0,0.75,-3.66
109,228.41999999999993,5.069900000000006,13,0.0,1,1,0.0625,20.23,1.0,-6.35
110,88.14999999999999,1.1689,3,0.0,1,1,0.16666666666666666,20.23,1.0,-0.6
111,70.135,1.9725,2,0.0,0,0,0.0,0.0,0.6,-2.68
112,68.11899999999999,1.4197,1,0.0,0,0,0.0,0.0,0.6,-1.64
113,122.16699999999996,1.7399,1,0.6666666666666666,1,1,0.1111111111111111,20.23,0.25,-0.92
114,60.096,0.3887,1,0.0,1,1,0.25,20.23,1.0,0.62
115,214.39299999999994,4.679800000000005,12,0.0,1,1,0.06666666666666667,20.23,1.0,-5.84
116,498.66200000000026,9.887599999999999,1,0.5454545454545454,0,0,0.45454545454545453,0.0,0.0,-11.6
117,429.77200000000016,8.580799999999998,1,0.6,0,0,0.4,0.0,0.0,-9.16
118,360.88200000000006,7.274000000000001,1,0.6666666666666666,0,0,0.3333333333333333,0.0,0.0,-8.01
119,429.77200000000016,8.580799999999998,1,0.6,0,0,0.4,0.0,0.0,-9.15
120,360.88200000000006,7.274000000000001,1,0.6666666666666666,0,0,0.3333333333333333,0.0,0.0,-8.6
121,291.99199999999996,5.967200000000002,1,0.75,0,0,0.25,0.0,0.0,-7.28
122,395.3270000000001,7.9274000000000004,1,0.631578947368421,0,0,0.3684210526315789,0.0,0.0,-7.92
123,395.3270000000001,7.9274000000000004,1,0.631578947368421,0,0,0.3684210526315789,0.0,0.0,-8.94
124,360.88200000000006,7.274000000000001,1,0.6666666666666666,0,0,0.3333333333333333,0.0,0.0,-7.68
125,326.437,6.620600000000001,1,0.7058823529411765,0,0,0.29411764705882354,0.0,0.0,-7.21
126,326.437,6.620600000000001,1,0.7058823529411765,0,0,0.29411764705882354,0.0,0.0,-7.43
127,360.88200000000006,7.274000000000001,1,0.6666666666666666,0,0,0.3333333333333333,0.0,0.0,-7.42
128,291.9920000000001,5.967200000000002,1,0.75,0,0,0.25,0.0,0.0,-6.47
129,100.20499999999998,2.6885000000000012,0,0.0,0,0,0.0,0.0,1.0,-4.36
130,360.88200000000006,7.274000000000001,1,0.6666666666666666,0,0,0.3333333333333333,0.0,0.0,-8.56
131,360.88200000000006,7.274000000000001,1,0.6666666666666666,0,0,0.3333333333333333,0.0,0.0,-8.71
132,291.99199999999996,5.967200000000002,1,0.75,0,0,0.25,0.0,0.0,-6.57
133,326.437,6.620600000000001,1,0.7058823529411765,0,0,0.29411764705882354,0.0,0.0,-7.32
134,114.23199999999999,3.0786000000000016,1,0.0,0,0,0.0,0.0,1.0,-4.74
135,128.259,3.468700000000003,2,0.0,0,0,0.0,0.0,1.0,-5.05
136,291.99199999999996,5.967200000000002,1,0.75,0,0,0.25,0.0,0.0,-7.39
137,102.17699999999998,1.4149,2,0.0,1,1,0.14285714285714285,20.23,1.0,-1.04
138,86.17799999999998,2.442500000000001,0,0.0,0,0,0.0,0.0,1.0,-3.55
139,100.20499999999998,2.832600000000001,1,0.0,0,0,0.0,0.0,1.0,-4.36
140,116.20399999999998,1.8050000000000002,3,0.0,1,1,0.125,20.23,1.0,-1.52
141,88.14999999999999,1.0248,0,0.0,1,1,0.16666666666666666,20.23,1.0,-0.4
142,223.102,4.660400000000002,1,0.8571428571428571,0,0,0.14285714285714285,0.0,0.0,-5.27
143,360.88200000000006,7.274,1,0.6666666666666666,0,0,0.3333333333333333,0.0,0.0,-7.82
144,395.3270000000001,7.9274000000000004,1,0.631578947368421,0,0,0.3684210526315789,0.0,0.0,-7.66
145,360.88200000000006,7.274000000000001,1,0.6666666666666666,0,0,0.3333333333333333,0.0,0.0,-7.39
146,326.437,6.620600000000001,1,0.7058823529411765,0,0,0.29411764705882354,0.0,0.0,-7.8
147,326.437,6.620600000000001,1,0.7058823529411765,0,0,0.29411764705882354,0.0,0.0,-7.92
148,291.992,5.967200000000002,1,0.75,0,0,0.25,0.0,0.0,-7.25
149,231.893,4.0058,0,0.5454545454545454,1,1,0.45454545454545453,20.23,0.0,-3.15
150,231.89299999999997,4.005799999999999,0,0.5454545454545454,1,1,0.45454545454545453,20.23,0.0,-3.1
151,257.547,5.313800000000001,1,0.8,0,0,0.2,0.0,0.0,-6.29
152,257.547,5.313800000000001,1,0.8,0,0,0.2,0.0,0.0,-6.26
153,197.448,3.3524000000000003,0,0.6,1,1,0.4,20.23,0.0,-2.67
154,114.23199999999999,2.9345000000000017,2,0.0,0,0,0.0,0.0,1.0,-4.8
155,231.893,4.0058,0,0.5454545454545454,1,1,0.45454545454545453,20.23,0.0,-3.37
156,257.547,5.313800000000001,1,0.8,0,0,0.2,0.0,0.0,-6.01
157,197.44799999999998,3.3523999999999994,0,0.6,1,1,0.4,20.23,0.0,-2.67
158,197.44799999999998,3.3523999999999994,0,0.6,1,1,0.4,20.23,0.0,-2.64
159,192.00100000000003,2.901600000000001,1,0.5454545454545454,0,2,0.45454545454545453,43.14,0.0,-3.48
160,163.003,2.699,0,0.6666666666666666,1,1,0.3333333333333333,20.23,0.0,-1.3
161,82.146,2.1386000000000003,1,0.0,0,0,0.0,0.0,0.3333333333333333,-2.4
162,86.178,2.2984,1,0.0,0,0,0.0,0.0,1.0,-3.65
163,156.22799999999998,3.456640000000002,0,0.8333333333333334,0,0,0.0,0.0,0.16666666666666666,-4.72
164,100.20499999999998,2.6885000000000012,2,0.0,0,0,0.0,0.0,1.0,-4.28
165,107.156,1.69844,0,0.75,0,1,0.125,12.89,0.2857142857142857,0.38
166,257.547,5.313800000000001,1,0.8,0,0,0.2,0.0,0.0,-6.27
167,257.547,5.313800000000001,1,0.8,0,0,0.2,0.0,0.0,-6.25
168,197.448,3.3524000000000003,0,0.6,1,1,0.4,20.23,0.0,-2.21
169,257.547,5.313800000000001,1,0.8,0,0,0.2,0.0,0.0,-6.14
170,197.44799999999998,3.3523999999999994,0,0.6,1,1,0.4,20.23,0.0,-2.34
171,136.194,2.3174600000000005,0,0.6,1,1,0.1,20.23,0.3333333333333333,-2.05
172,227.13199999999998,1.7196200000000006,3,0.375,0,6,0.5625,129.42000000000002,0.14285714285714285,-3.22
173,163.003,2.699,0,0.6666666666666666,1,1,0.3333333333333333,20.23,0.0,-1.55
174,116.20399999999998,1.8034,2,0.0,1,1,0.125,20.23,1.0,-0.92
175,116.20399999999998,1.6593,2,0.0,1,1,0.125,20.23,1.0,-1.22
176,114.18799999999997,1.8675,2,0.0,0,1,0.125,17.07,0.8571428571428571,-1.3
177,100.20499999999998,2.6885000000000012,2,0.0,0,0,0.0,0.0,1.0,-4.26
178,122.16699999999999,2.0090399999999997,0,0.6666666666666666,1,1,0.1111111111111111,20.23,0.25,-1.19
179,107.15599999999999,1.69844,0,0.75,0,1,0.125,12.89,0.2857142857142857,0.38
180,182.135,1.8114200000000005,2,0.46153846153846156,0,4,0.46153846153846156,86.28,0.14285714285714285,-2.82
181,223.102,4.660400000000002,1,0.8571428571428571,0,0,0.14285714285714285,0.0,0.0,-5.28
182,223.102,4.660400000000002,1,0.8571428571428571,0,0,0.14285714285714285,0.0,0.0,-5.25
183,163.003,2.699,0,0.6666666666666666,1,1,0.3333333333333333,20.23,0.0,-1.79
184,156.228,3.456640000000002,0,0.8333333333333334,0,0,0.0,0.0,0.16666666666666666,-4.89
185,122.16699999999999,2.00904,0,0.6666666666666666,1,1,0.1111111111111111,20.23,0.25,-1.29
186,107.156,1.69844,0,0.75,0,1,0.125,12.89,0.2857142857142857,0.45
187,182.135,1.8114200000000005,2,0.46153846153846156,0,4,0.46153846153846156,86.28,0.14285714285714285,-3.0
188,223.102,4.660400000000003,1,0.8571428571428571,0,0,0.14285714285714285,0.0,0.0,-5.21
189,157.216,2.8516400000000006,0,0.8333333333333334,0,1,0.08333333333333333,12.89,0.18181818181818182,-1.94
190,193.249,3.5752000000000015,0,0.9333333333333333,1,1,0.06666666666666667,26.02,0.0,-5.17
191,207.07000000000002,3.6023000000000014,0,0.9090909090909091,0,0,0.09090909090909091,0.0,0.0,-4.4
192,207.07,3.6023000000000014,0,0.9090909090909091,0,0,0.09090909090909091,0.0,0.0,-4.4
193,122.993,1.7897,0,0.0,0,0,0.25,0.0,1.0,-1.59
194,171.03699999999998,2.7575200000000013,0,0.75,0,0,0.125,0.0,0.14285714285714285,-2.23
195,72.107,0.9854,1,0.0,0,1,0.2,17.07,0.75,0.52
196,70.09100000000001,0.7614000000000001,1,0.0,0,1,0.2,17.07,0.25,0.32
197,118.17599999999999,0.7953999999999999,5,0.0,1,2,0.25,29.46,1.0,-0.42
198,106.59599999999999,2.4138,1,0.0,0,0,0.16666666666666666,0.0,1.0,-2.51
199,142.58499999999998,2.3486000000000002,1,0.6666666666666666,0,1,0.2222222222222222,9.23,0.14285714285714285,-2.46
200,188.657,4.007000000000002,1,0.9230769230769231,0,0,0.07692307692307693,0.0,0.0,-4.54
201,92.569,2.0237,1,0.0,0,0,0.2,0.0,1.0,-1.96
202,162.61899999999997,3.4932000000000016,0,0.9090909090909091,0,0,0.09090909090909091,0.0,0.0,-4.14
203,128.558,2.0456000000000003,0,0.75,1,1,0.25,20.23,0.0,-1.06
204,78.542,1.6336,0,0.0,0,0,0.25,0.0,1.0,-1.41
205,126.586,2.6484200000000007,0,0.75,0,0,0.125,0.0,0.14285714285714285,-3.52
206,84.082,-1.2591199999999998,0,0.0,2,2,0.6666666666666666,88.19,0.0,-0.31
207,156.269,3.3260000000000023,7,0.0,0,1,0.09090909090909091,17.07,0.9,-3.3
208,107.15599999999998,1.644,1,0.75,0,1,0.125,12.89,0.2857142857142857,0.51
209,102.17699999999999,1.4149,3,0.0,1,1,0.14285714285714285,20.23,1.0,-1.17
210,130.231,2.1951000000000005,5,0.0,1,1,0.1111111111111111,20.23,1.0,-2.11
211,126.19899999999998,2.3218000000000005,4,0.0,0,1,0.1111111111111111,17.07,0.625,-2.46
212,100.16099999999999,1.6215,3,0.0,0,1,0.14285714285714285,17.07,0.8333333333333334,-1.52
213,128.21499999999997,2.401700000000001,5,0.0,0,1,0.1111111111111111,17.07,0.875,-2.13
214,156.22799999999998,3.4022000000000014,1,0.8333333333333334,0,0,0.0,0.0,0.16666666666666666,-4.29
215,120.19499999999996,2.5574200000000005,1,0.6666666666666666,0,0,0.0,0.0,0.3333333333333333,-3.21
216,116.20399999999998,1.9475000000000002,4,0.0,1,1,0.125,20.23,1.0,-1.55
217,114.18799999999999,2.1557000000000004,4,0.0,0,1,0.125,17.07,0.8571428571428571,-1.45
218,102.17699999999998,1.5574,3,0.0,1,1,0.14285714285714285,20.23,1.0,-0.89
219,100.16099999999999,1.7656,3,0.0,0,1,0.14285714285714285,17.07,0.8333333333333334,-0.8
220,148.125,0.1253999999999998,0,0.9090909090909091,1,5,0.45454545454545453,71.79,0.0,-1.947
221,95.101,0.7871999999999999,0,0.8571428571428571,1,2,0.2857142857142857,33.120000000000005,0.0,1.02
222,169.993,1.8298,0,0.0,0,0,0.25,0.0,1.0,-2.09
223,134.22199999999995,3.118420000000002,1,0.6,0,0,0.0,0.0,0.4,-3.76
224,162.152,0.42839999999999984,1,0.8333333333333334,0,5,0.4166666666666667,60.790000000000006,0.14285714285714285,-1.11
225,70.13499999999999,1.9725,0,0.0,0,0,0.0,0.0,0.6,-2.56
226,68.11900000000001,1.7485,1,0.0,0,0,0.0,0.0,0.2,-2.03
227,70.13499999999999,1.9725,1,0.0,0,0,0.0,0.0,0.6,-2.73
228,84.16199999999999,2.3626000000000005,2,0.0,0,0,0.0,0.0,0.6666666666666666,-3.03
229,130.231,2.3376000000000006,4,0.0,1,1,0.1111111111111111,20.23,1.0,-1.72
230,116.20399999999998,1.9475000000000002,3,0.0,1,1,0.125,20.23,1.0,-1.08
231,102.17699999999998,1.5574,2,0.0,1,1,0.14285714285714285,20.23,1.0,-0.49
232,102.17699999999999,1.4133,2,0.0,1,1,0.14285714285714285,20.23,1.0,-0.7
233,192.261,4.301420000000002,0,0.9333333333333333,0,0,0.0,0.0,0.06666666666666667,-6.96
234,88.14999999999998,1.1673,1,0.0,1,1,0.16666666666666666,20.23,1.0,0.15
235,72.151,2.0524,1,0.0,0,0,0.0,0.0,1.0,-3.18
236,88.14999999999999,1.0248,2,0.0,1,1,0.16666666666666666,20.23,1.0,-0.47
237,114.23199999999999,3.2227000000000023,4,0.0,0,0,0.0,0.0,1.0,-5.08
238,142.201,3.148220000000001,0,0.9090909090909091,0,0,0.0,0.0,0.09090909090909091,-3.77
239,86.178,2.442500000000001,2,0.0,0,0,0.0,0.0,1.0,-3.74
240,102.17699999999999,1.4149,3,0.0,1,1,0.14285714285714285,20.23,1.0,-1.11
241,192.261,4.301420000000003,0,0.9333333333333333,0,0,0.0,0.0,0.06666666666666667,-5.84
242,108.13999999999999,1.70062,0,0.75,1,1,0.125,20.23,0.14285714285714285,-0.62
243,74.12299999999999,0.6347,1,0.0,1,1,0.2,20.23,1.0,0.1
244,58.123999999999995,1.6622999999999999,0,0.0,0,0,0.0,0.0,1.0,-2.55
245,56.108000000000004,1.5824,0,0.0,0,0,0.0,0.0,0.5,-2.33
246,146.153,0.7282199999999999,0,0.9090909090909091,0,4,0.36363636363636365,51.56,0.14285714285714285,-0.12
247,86.134,1.1853,0,0.0,0,1,0.16666666666666666,9.23,1.0,0.11
248,144.17299999999997,2.5454,0,0.9090909090909091,1,1,0.09090909090909091,20.23,0.0,-2.28
249,89.094,0.6715,1,0.0,0,2,0.5,43.14,1.0,-0.62
250,144.258,2.727700000000002,6,0.0,1,1,0.1,20.23,1.0,-2.74
251,142.242,2.935900000000001,6,0.0,0,1,0.1,17.07,0.8888888888888888,-2.58
252,130.231,2.3376000000000006,5,0.0,1,1,0.1111111111111111,20.23,1.0,-2.09
253,128.21499999999997,2.5458000000000007,5,0.0,0,1,0.1111111111111111,17.07,0.875,-2.05
254,88.14999999999999,1.1673,2,0.0,1,1,0.16666666666666666,20.23,1.0,-0.29
255,86.13399999999999,1.3755,2,0.0,0,1,0.16666666666666666,17.07,0.8,-0.19
256,138.16599999999997,1.0576999999999999,3,0.6,1,2,0.2,29.46,0.25,-0.7
257,60.096000000000004,0.38710000000000006,0,0.0,1,1,0.25,20.23,1.0,0.43
258,85.10600000000001,-0.10360000000000008,0,0.0,1,1,0.3333333333333333,29.1,0.75,1.07
259,172.312,3.5079000000000025,8,0.0,1,1,0.08333333333333333,20.23,1.0,-2.94
260,102.17699999999999,1.4149,1,0.0,1,1,0.14285714285714285,20.23,1.0,-0.5
261,102.17699999999999,1.4133,0,0.0,1,1,0.14285714285714285,20.23,1.0,-0.62
262,100.16099999999999,1.6215,0,0.0,0,1,0.14285714285714285,17.07,0.8333333333333334,-0.72
263,100.20499999999998,2.832600000000001,2,0.0,0,0,0.0,0.0,1.0,-4.23
264,192.001,2.901600000000001,1,0.5454545454545454,0,2,0.45454545454545453,43.14,0.0,-3.2
265,163.00300000000001,2.6990000000000007,0,0.6666666666666666,1,1,0.3333333333333333,20.23,0.0,-1.25
266,122.16699999999999,2.0090399999999997,0,0.6666666666666666,1,1,0.1111111111111111,20.23,0.25,-1.38
267,107.15599999999999,1.69844,0,0.75,0,1,0.125,12.89,0.2857142857142857,0.36
268,223.102,4.660400000000002,1,0.8571428571428571,0,0,0.14285714285714285,0.0,0.0,-6.39
269,163.003,2.699,0,0.6666666666666666,1,1,0.3333333333333333,20.23,0.0,-1.34
270,122.16699999999997,2.0090399999999997,0,0.6666666666666666,1,1,0.1111111111111111,20.23,0.25,-1.4
271,107.15599999999998,1.69844,0,0.75,0,1,0.125,12.89,0.2857142857142857,0.38
272,352.39000000000004,2.782800000000001,6,0.46153846153846156,1,4,0.23076923076923078,75.71,0.25,-5.071
273,142.58499999999998,2.3486000000000002,1,0.6666666666666666,0,1,0.2222222222222222,9.23,0.14285714285714285,-2.78
274,188.657,4.007000000000002,1,0.9230769230769231,0,0,0.07692307692307693,0.0,0.0,-4.88
275,128.558,2.0456,0,0.75,1,1,0.25,20.23,0.0,-0.7
276,89.525,1.1388800000000001,1,0.0,0,1,0.4,23.79,0.6666666666666666,-0.29
277,324.33600000000007,2.0025999999999993,4,0.5,1,4,0.25,75.71,0.16666666666666666,-4.47
278,116.204,1.9475,3,0.0,1,1,0.125,20.23,1.0,-0.85
279,116.20399999999998,1.9475,4,0.0,1,1,0.125,20.23,1.0,-1.47
280,394.471,3.9531000000000027,9,0.41379310344827586,1,4,0.20689655172413793,75.71,0.34782608695652173,-6.301
281,102.17699999999999,1.5574,3,0.0,1,1,0.14285714285714285,20.23,1.0,-0.8
282,100.16099999999999,1.7656,3,0.0,0,1,0.14285714285714285,17.07,0.8333333333333334,-0.83
283,380.444,3.5630000000000024,8,0.42857142857142855,1,4,0.21428571428571427,75.71,0.3181818181818182,-5.886
284,82.14599999999999,1.8098,0,0.0,0,0,0.0,0.0,0.6666666666666666,-1.99
285,70.135,1.8284,1,0.0,0,0,0.0,0.0,0.6,-2.73
286,88.14999999999999,1.0231999999999999,1,0.0,1,1,0.16666666666666666,20.23,1.0,-0.18
287,86.13399999999999,1.2314,1,0.0,0,1,0.16666666666666666,17.07,0.8,-0.12
288,102.17699999999999,1.4149,3,0.0,1,1,0.14285714285714285,20.23,1.0,-0.72
289,102.17699999999999,1.4149,3,0.0,1,1,0.14285714285714285,20.23,1.0,-0.71
290,100.16099999999999,1.6215,2,0.0,0,1,0.14285714285714285,17.07,0.8333333333333334,-0.67
291,130.23099999999997,2.3376,4,0.0,1,1,0.1111111111111111,20.23,1.0,-1.6
292,116.20399999999998,1.9475,3,0.0,1,1,0.125,20.23,1.0,-0.98
293,102.17699999999998,1.5574,2,0.0,1,1,0.14285714285714285,20.23,1.0,-0.36
294,88.14999999999999,1.0248,2,0.0,1,1,0.16666666666666666,20.23,1.0,-0.51
